"OTU"	"Domain"	"Supergroup"	"Division/Kingdom"	"Phylum/Class"	"Level_X"	"Level_XX"	"Level_XXX"	"Level_XXXX"	"Level_XXXXX"	"Species"
"OTU1"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU2"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycotina"	"Saccharomycetales"	NA	NA	NA	NA
"OTU4"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycotina"	"Saccharomycetales"	NA	NA	NA	NA
"OTU5"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycotina"	"Saccharomycetales"	NA	NA	NA	NA
"OTU6"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU7"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU8"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	"Gregarina3"	NA	NA	NA
"OTU9"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	"Leidyana1"	NA	NA	NA
"OTU10"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU11"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Gregarinidae"	NA	NA	NA	NA
"OTU12"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU13"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	NA	NA	NA	NA	NA	NA
"OTU14"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Uradiphoridae"	NA	NA	NA	NA
"OTU15"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU16"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU17"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU18"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU19"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU20"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU21"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU22"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Mollusca"	"Gastropoda"	"Dendronotoidea-Arminoidea-Aeolidoidea"	"Doto"	NA	NA	NA
"OTU23"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU24"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Craniata"	"Teleostei"	"Siniperca"	NA	NA	NA	NA
"OTU25"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU26"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Craniata"	"Teleostei"	NA	NA	NA	NA	NA
"OTU27"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU28"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU29"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Ascetosporea"	"Haplosporida"	"Haplosporidiidae"	"Haplosporidium"	NA	NA	NA
"OTU30"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Harmothoe"	NA	NA	NA	NA	NA
"OTU31"	"Eukaryota"	"Excavata"	"Discoba"	"Kinetoplastea"	"Neobodonida"	"Neobodonidae"	"Neobodo"	NA	NA	NA
"OTU32"	"Eukaryota"	"Excavata"	"Discoba"	"Kinetoplastea"	NA	NA	NA	NA	NA	NA
"OTU33"	"Eukaryota"	"Excavata"	"Discoba"	"Kinetoplastea"	"Parabodonida"	"Parabodonidae"	NA	NA	NA	NA
"OTU34"	"Eukaryota"	"Excavata"	"Discoba"	"Kinetoplastea"	"Neobodonida"	"Rhynchomonadidae"	"Rhynchomonas"	NA	NA	NA
"OTU35"	"Eukaryota"	"Excavata"	"Discoba"	"Kinetoplastea"	NA	NA	NA	NA	NA	NA
"OTU36"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"Bicoecea"	NA	NA	NA	NA	NA	NA
"OTU37"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Lecudinidae"	NA	NA	NA	NA
"OTU38"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	NA	NA	NA	NA	NA	NA	NA
"OTU39"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	NA	NA	NA	NA	NA	NA	NA
"OTU40"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Mollusca"	"Bivalvia"	"Mytiloida"	NA	NA	NA	NA
"OTU41"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU42"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Arthropoda"	"Crustacea"	"Ostracoda"	"Propontocypris"	NA	NA	NA
"OTU43"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU44"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU45"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Philactinoposthia"	NA	NA	NA
"OTU46"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU47"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU48"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU49"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU50"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Convoluta"	NA	NA	NA
"OTU51"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU52"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU53"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU54"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Archaphanostoma"	"macrospiriferum"	NA	"Archaphanostoma_macrospiriferum"
"OTU55"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Philomecynostomum"	NA	NA	NA
"OTU56"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU57"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU58"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU59"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Aphanostoma"	NA	NA	NA
"OTU60"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Praeconvoluta"	"tigrina"	NA	"Praeconvoluta_tigrina"
"OTU61"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU62"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU63"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Otocelis"	NA	NA	NA
"OTU64"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU65"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU66"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Postmecynostomum"	"pictum"	NA	"Postmecynostomum_pictum"
"OTU67"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU68"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU69"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Philocelis"	NA	NA	NA
"OTU70"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU71"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU72"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU73"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Symsagittifera"	NA	NA	NA
"OTU74"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU75"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU76"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU77"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU78"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Proaphanostoma"	NA	NA	NA
"OTU79"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU80"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU81"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU82"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU83"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Pelophila"	NA	NA	NA
"OTU84"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU85"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU86"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU87"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU88"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	NA	NA	NA	NA	NA
"OTU89"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Amphiscolops"	NA	NA	NA
"OTU90"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU91"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	"Aphanastoma"	NA	NA	NA
"OTU92"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU93"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Platyhelminthes"	"Turbellaria"	"Acoelomorpha"	NA	NA	NA	NA
"OTU94"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	"Ascidiacea"	"Didemnum"	NA	NA	NA	NA
"OTU95"	"Eukaryota"	"Excavata"	"Discoba"	"Symbiontida"	NA	NA	NA	NA	NA	NA
"OTU96"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	NA	NA	NA	NA	NA	NA
"OTU97"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU98"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU99"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU100"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU101"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU102"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU103"	"Eukaryota"	"Amoebozoa"	"Lobosa"	"Discosea-Flabellinia"	"Dactylopodida"	"Vexilliferidae"	NA	NA	NA	NA
"OTU104"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU105"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU106"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Hippocrepinella"	NA	NA	NA	NA	NA
"OTU107"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Phainogullmia"	NA	NA	NA	NA	NA
"OTU108"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU109"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Allogromida"	NA	NA	NA	NA	NA	NA
"OTU110"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Allogromida"	NA	NA	NA	NA	NA	NA
"OTU111"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Astrorhiza"	NA	NA	NA	NA	NA
"OTU112"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Astrorhiza"	NA	NA	NA	NA	NA
"OTU113"	"Eukaryota"	"Rhizaria"	"Foraminifera"	NA	NA	NA	NA	NA	NA	NA
"OTU114"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Astrorhiza"	NA	NA	NA	NA	NA
"OTU115"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	NA	NA	NA	NA	NA	NA
"OTU116"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU117"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU118"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Neogregarinorida"	NA	NA	NA	NA	NA
"OTU119"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Lecudinidae"	NA	NA	NA	NA
"OTU120"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	"Polyplicarium"	NA	NA	NA
"OTU121"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	"Polyplicarium"	NA	NA	NA
"OTU122"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	"Polyplicarium"	NA	NA	NA
"OTU123"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU124"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU125"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU126"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Polyplicariidae"	NA	NA	NA	NA
"OTU127"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU128"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Eurysyllis"	NA	NA	NA	NA	NA
"OTU129"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	"Sphaerodoropsis"	"philippi"	NA	NA	NA	"Sphaerodoropsis_philippi"
"OTU130"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Celleporaria"	NA	NA	NA	NA	NA
"OTU131"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Anguinella"	"palmata"	NA	NA	NA	"Anguinella_palmata"
"OTU132"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU133"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU134"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU135"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU136"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Electra"	NA	NA	NA	NA	NA
"OTU137"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Fenestrulina"	"orentalis"	NA	NA	NA	"Fenestrulina_orentalis"
"OTU138"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Microporella"	NA	NA	NA	NA	NA
"OTU139"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Flustra"	NA	NA	NA	NA	NA
"OTU140"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Microporella"	NA	NA	NA	NA	NA
"OTU141"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Cryptosula"	"pallasiana"	NA	NA	NA	"Cryptosula_pallasiana"
"OTU142"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU143"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Cryptosula"	"pallasiana"	NA	NA	NA	"Cryptosula_pallasiana"
"OTU144"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU145"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Umbonula"	NA	NA	NA	NA	NA
"OTU146"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Scruparia"	"chelata"	NA	NA	NA	"Scruparia_chelata"
"OTU147"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Umbonula"	NA	NA	NA	NA	NA
"OTU148"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Umbonula"	NA	NA	NA	NA	NA
"OTU149"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Escharella"	NA	NA	NA	NA	NA
"OTU150"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Umbonula"	NA	NA	NA	NA	NA
"OTU151"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU152"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Bugula"	NA	NA	NA	NA	NA
"OTU153"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Callopora"	NA	NA	NA	NA	NA
"OTU154"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Flustra"	NA	NA	NA	NA	NA
"OTU155"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Callopora"	NA	NA	NA	NA	NA
"OTU156"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Callopora"	NA	NA	NA	NA	NA
"OTU157"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU158"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Rotifera"	NA	NA	NA	NA	NA	NA
"OTU159"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Rotifera"	NA	NA	NA	NA	NA	NA
"OTU160"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Rotifera"	NA	NA	NA	NA	NA	NA
"OTU161"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Cryptomycota"	"Cryptomycotina"	NA	NA	NA	NA	NA
"OTU162"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Alcyonidium"	"mamillatum"	NA	NA	NA	"Alcyonidium_mamillatum"
"OTU163"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	NA	NA	NA	NA	NA	NA
"OTU164"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Alcyonidium"	"mamillatum"	NA	NA	NA	"Alcyonidium_mamillatum"
"OTU165"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Flustrellidra"	NA	NA	NA	NA	NA
"OTU166"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Annelida"	NA	NA	NA	NA	NA	NA
"OTU167"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Bowerbankia"	NA	NA	NA	NA	NA
"OTU168"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Bowerbankia"	NA	NA	NA	NA	NA
"OTU169"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Bryozoa"	"Watersipora"	NA	NA	NA	NA	NA
"OTU170"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU171"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	"Halenchus"	NA	NA	NA	NA
"OTU172"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	NA	NA	NA	NA	NA
"OTU173"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Lecudinidae"	NA	NA	NA	NA
"OTU174"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"EUG1"	NA	NA	NA	NA
"OTU175"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"EUG1"	NA	NA	NA	NA
"OTU176"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Lecudinidae"	NA	NA	NA	NA
"OTU177"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	NA	NA	NA	NA
"OTU178"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	"Difficilina"	NA	NA	NA
"OTU179"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	"Urosporidae"	NA	NA	NA	NA
"OTU180"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU181"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Eugregarinorida"	NA	NA	NA	NA	NA
"OTU182"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Pezizomycotina"	NA	NA	NA	NA	NA
"OTU183"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Ammoniidae"	NA	NA	NA	NA
"OTU184"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Ammoniidae"	NA	NA	NA	NA
"OTU185"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Ammoniidae"	NA	NA	NA	NA
"OTU186"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	"Ammoniidae"	"Ammonia"	NA	NA	NA
"OTU187"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	NA	NA	NA	NA	NA
"OTU188"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	"Rotaliida"	NA	NA	NA	NA	NA
"OTU189"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Tubothalamea"	NA	NA	NA	NA	NA	NA
"OTU190"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Vellaria"	NA	NA	NA	NA	NA
"OTU191"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU192"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Globothalamea"	NA	NA	NA	NA	NA	NA
"OTU193"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	NA	NA	NA	NA	NA	NA
"OTU194"	"Eukaryota"	"Rhizaria"	"Foraminifera"	"Monothalamids"	"Vanhoeffenella"	NA	NA	NA	NA	NA
