"OTU"	"Domain"	"Supergroup"	"Division/Kingdom"	"Phylum/Class"	"Level_X"	"Level_XX"	"Level_XXX"	"Level_XXXX"	"Level_XXXXX"	"Species"
"OTU8719"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Uronychiidae"	"Diophrys"	NA	NA	NA
"OTU8720"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Uronychiidae"	"Diophrys"	NA	NA	NA
"OTU8721"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	NA	NA	NA	NA	NA
"OTU8722"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Cryptogregarinorida"	NA	NA	NA	NA	NA
"OTU8723"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8724"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Litostomatea"	"Rhynchostomatia"	NA	NA	NA	NA	NA
"OTU8725"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Marosporida"	"Margolisiellidae"	NA	NA	NA	NA
"OTU8726"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Marosporida"	"Margolisiellidae"	NA	NA	NA	NA
"OTU8727"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8728"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"LAB1"	"LAB6"	NA	NA	NA	NA
"OTU8729"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	NA	NA	NA	NA
"OTU8730"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8731"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Dolichomastigales"	NA	NA	NA	NA	NA
"OTU8732"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Uronychiidae"	"Uronychia"	NA	NA	NA
"OTU8733"	"Eukaryota"	"Alveolata"	"Chrompodellids"	"Colpodellidea"	"Vitrelladida"	"Vitrellaceae"	NA	NA	NA	NA
"OTU8734"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Uronychiidae"	"Uronychia"	NA	NA	NA
"OTU8735"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	NA	NA	NA	NA
"OTU8736"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	"Aspidisca"	NA	NA	NA
"OTU8737"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8738"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	NA	NA	NA	NA
"OTU8739"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8740"	"Eukaryota"	"Hacrobia"	"Haptophyta"	"Prymnesiophyceae"	"Prymnesiales"	"Chrysochromulinaceae"	"Chrysochromulina"	NA	NA	NA
"OTU8741"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8742"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	NA	NA	NA	NA	NA
"OTU8743"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"LAB1"	"LAB6"	NA	NA	NA	NA
"OTU8744"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8745"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8746"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8747"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Thoracosphaeraceae"	NA	NA	NA	NA
"OTU8748"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Prorocentrales"	"Prorocentraceae"	"Prorocentrum"	NA	NA	NA
"OTU8749"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Gyrodinium"	NA	NA	NA
"OTU8750"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8751"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	NA	NA	NA	NA	NA	NA	NA
"OTU8752"	"Eukaryota"	"Apusozoa"	"Hilomonadea"	"Planomonadida"	"Planomonadidae"	"Ancyromonas"	NA	NA	NA	NA
"OTU8753"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Gregarinomorphea"	"Cryptogregarinorida"	"Cryptosporidiidae"	NA	NA	NA	NA
"OTU8754"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8755"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8756"	"Eukaryota"	"Hacrobia"	"Haptophyta"	"Prymnesiophyceae"	"Phaeocystales"	"Phaeocystaceae"	"Phaeocystis"	NA	NA	NA
"OTU8757"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	NA	NA	NA	NA
"OTU8758"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	"K"	NA	NA	NA
"OTU8759"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	"Aspidisca"	NA	NA	NA
"OTU8760"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	"Aspidisca"	NA	NA	NA
"OTU8761"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	"Aspidisca"	NA	NA	NA
"OTU8762"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	"Aspidisca"	NA	NA	NA
"OTU8763"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	NA	NA	NA	NA
"OTU8764"	"Eukaryota"	"Alveolata"	"Ciliophora"	NA	NA	NA	NA	NA	NA	NA
"OTU8765"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8766"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Choreotrichida"	NA	NA	NA	NA	NA
"OTU8767"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	NA	NA	NA	NA	NA
"OTU8768"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8769"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8770"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	"K"	NA	NA	NA
"OTU8771"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Labyrinthula"	NA	NA	NA
"OTU8772"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Pseudoamphisiellidae"	"Pseudoamphisiella"	NA	NA	NA	NA
"OTU8773"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Pseudoamphisiellidae"	NA	NA	NA	NA	NA
"OTU8774"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Holostichidae"	"Metaurostylopsis"	NA	NA	NA
"OTU8775"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	NA	NA	NA	NA	NA	NA
"OTU8776"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8777"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8778"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Holostichidae"	"Anteholosticha"	"monilata"	NA	"Anteholosticha_monilata"
"OTU8779"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8780"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8781"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Pseudokeronopsidae"	NA	NA	NA	NA
"OTU8782"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Pseudokeronopsidae"	NA	NA	NA	NA
"OTU8783"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	NA	NA	NA	NA	NA
"OTU8784"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8785"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8786"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	NA	NA	NA	NA	NA
"OTU8787"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Oxytrichidae"	NA	NA	NA	NA
"OTU8788"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Cladotrichidae"	"Engelmanniella"	NA	NA	NA
"OTU8789"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Oxytrichidae"	NA	NA	NA	NA
"OTU8790"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	NA	NA	NA	NA	NA
"OTU8791"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	NA	NA	NA	NA	NA
"OTU8792"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Trachelostylidae"	"Spirotrachelostyla"	"tani"	NA	"Spirotrachelostyla_tani"
"OTU8793"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	NA	NA	NA	NA	NA
"OTU8794"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Urostylidae"	"Uroleptus"	NA	NA	NA
"OTU8795"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	NA	NA	NA	NA	NA
"OTU8796"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	"Oxytrichidae"	"Hemigastrostyla"	"enigmatica"	NA	"Hemigastrostyla_enigmatica"
"OTU8797"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8798"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8799"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	NA	NA	NA	NA	NA	NA
"OTU8800"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8801"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8802"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8803"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	"M"	NA	NA	NA
"OTU8804"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8805"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"B"	NA	NA	NA	NA
"OTU8806"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8807"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8808"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Hypotrichia"	NA	NA	NA	NA	NA
"OTU8809"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8810"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	NA	NA	NA	NA	NA	NA
"OTU8811"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	NA	NA	NA	NA
"OTU8812"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Aspidiscidae"	NA	NA	NA	NA
"OTU8813"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	NA	NA	NA	NA	NA
"OTU8814"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	NA	NA	NA	NA	NA	NA
"OTU8815"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8816"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8817"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Euplotidae"	"Euplotes"	NA	NA	NA
"OTU8818"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Euplotia"	"Euplotidae"	"Euplotes"	NA	NA	NA
"OTU8819"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Phytodiniaceae"	"Stylodinium"	NA	NA	NA	NA
"OTU8820"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Phytodiniaceae"	"Stylodinium"	NA	NA	NA	NA
"OTU8821"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8822"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	"Spirostrombidium"	"schizostomum"	NA	"Spirostrombidium_schizostomum"
"OTU8823"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae"	NA	NA	NA	NA
"OTU8824"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8825"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II-Clade-15"	NA	NA	NA	NA
"OTU8826"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Protoperidiniaceae"	"Protoperidinium"	NA	NA	NA
"OTU8827"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Protoperidiniaceae"	"Protoperidinium"	NA	NA	NA
"OTU8828"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Scyphozoa"	"Aurelia"	NA	NA	NA	NA
"OTU8829"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Amphidinium"	NA	NA	NA
"OTU8830"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Amphidinium"	NA	NA	NA
"OTU8831"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8832"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Scyphozoa"	"Cyanea"	NA	NA	NA	NA
"OTU8833"	"Eukaryota"	"Alveolata"	"Perkinsea"	"Perkinsida"	"Perkinsus"	"marinus"	NA	NA	NA	"Perkinsus_marinus"
"OTU8834"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8835"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	NA	NA	NA	NA	NA	NA	NA
"OTU8836"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	NA	NA	NA	NA	NA	NA	NA
"OTU8837"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	NA	NA	NA	NA	NA
"OTU8838"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II-Clade-10-and-11"	NA	NA	NA	NA
"OTU8839"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II-Clade-10-and-11"	NA	NA	NA	NA
"OTU8840"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	"Dino-Group-II-Clade-10-and-11"	NA	NA	NA	NA
"OTU8841"	"Eukaryota"	"Alveolata"	"Perkinsea"	"Perkinsida"	NA	NA	NA	NA	NA	NA
"OTU8842"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8843"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Amphidinium"	"carterae"	NA	"Amphidinium_carterae"
"OTU8844"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8845"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"LAB1"	NA	NA	NA	NA	NA
"OTU8846"	"Eukaryota"	"Opisthokonta"	"Choanoflagellida"	"Choanoflagellatea"	"Acanthoecida"	"Acanthoecidae"	"G"	"Savillea"	"micropora"	"Savillea_micropora"
"OTU8847"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8848"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	NA	NA	NA	NA	NA
"OTU8849"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	NA	NA	NA	NA	NA
"OTU8850"	"Eukaryota"	"Opisthokonta"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8851"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"MAST-12"	"MAST-12E"	NA	NA	NA	NA	NA
"OTU8852"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"MAST-12"	"MAST-12E"	NA	NA	NA	NA	NA
"OTU8853"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8854"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"MAST-12"	"MAST-12E"	NA	NA	NA	NA	NA
"OTU8855"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"MAST-12"	"MAST-12E"	NA	NA	NA	NA	NA
"OTU8856"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"MAST-12"	"MAST-12E"	NA	NA	NA	NA	NA
"OTU8857"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"MAST-12"	"MAST-12E"	NA	NA	NA	NA	NA
"OTU8858"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8859"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU8860"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	NA	NA	NA	NA	NA	NA
"OTU8861"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8862"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8863"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8864"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8865"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8866"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8867"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Clytia"	NA	NA	NA	NA
"OTU8868"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8869"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8870"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Opercularella"	NA	NA	NA	NA
"OTU8871"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Eucheilota"	NA	NA	NA	NA
"OTU8872"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Obelia"	NA	NA	NA	NA
"OTU8873"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Obelia"	NA	NA	NA	NA
"OTU8874"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8875"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Obelia"	NA	NA	NA	NA
"OTU8876"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8877"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8878"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Opercularella"	NA	NA	NA	NA
"OTU8879"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Opercularella"	NA	NA	NA	NA
"OTU8880"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	"Opercularella"	NA	NA	NA	NA
"OTU8881"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8882"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8883"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU8884"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Araphid-pennate"	NA	NA	NA	NA	NA
"OTU8885"	"Eukaryota"	"Archaeplastida"	"Rhodophyta"	"Rhodellophyceae"	"Glaucosphaera-Clade"	NA	NA	NA	NA	NA
"OTU8886"	"Eukaryota"	"Archaeplastida"	"Rhodophyta"	"Rhodellophyceae"	"Glaucosphaera-Clade"	NA	NA	NA	NA	NA
"OTU8887"	"Eukaryota"	"Alveolata"	"Apicomplexa"	"Coccidiomorphea"	"Eimeriida"	NA	NA	NA	NA	NA
"OTU8888"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	NA	NA	NA	NA	NA	NA	NA
"OTU8889"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU8890"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Oligohymenophorea"	"Peritrichia"	"Sessilida"	NA	NA	NA	NA
"OTU8891"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Anthozoa"	"Acabaria"	NA	NA	NA	NA
"OTU8892"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Anthozoa"	NA	NA	NA	NA	NA
"OTU8893"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-I"	"Dino-Group-I-Clade-2"	NA	NA	NA	NA
"OTU8894"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8895"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU8896"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Protoperidiniaceae"	NA	NA	NA	NA
"OTU8897"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Protoperidiniaceae"	"Protoperidinium"	NA	NA	NA
"OTU8898"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU8899"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU8900"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU8901"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU8902"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	NA	NA	NA	NA	NA	NA
"OTU8903"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Euglyphida"	"Cyphoderiidae"	NA	NA	NA	NA
"OTU8904"	"Eukaryota"	"Alveolata"	"Chrompodellids"	"Colpodellidea"	"Vitrelladida"	"Vitrellaceae"	NA	NA	NA	NA
"OTU8905"	"Eukaryota"	"Alveolata"	"Chrompodellids"	"Colpodellidea"	"Vitrelladida"	"Vitrellaceae"	"Vitrella"	NA	NA	NA
"OTU8906"	"Eukaryota"	"Alveolata"	"Chrompodellids"	"Colpodellidea"	"Vitrelladida"	"Vitrellaceae"	NA	NA	NA	NA
"OTU8907"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"Placidideae"	"Placidiales"	"Wobblia"	NA	NA	NA	NA
"OTU8908"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU8909"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	NA	NA	NA	NA	NA	NA
"OTU8910"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU8911"	"Eukaryota"	"Hacrobia"	"Centroheliozoa"	NA	NA	NA	NA	NA	NA	NA
